requirement_id,chapter_id,feature,detailed_behavior,classification,priority,evidence_paths,open_question_ids,route_id,react_route,react_files,component_ids,action_ids,parity_status,functional_status,persistence_status,permissions_status,performance_status,unit_test_ids,playwright_test_ids,selenium_test_ids,visual_test_ids,blocker_type,blocker_ids,blocker_reason,last_verified_sha,functional_fingerprint,notes
"CH13-F05","CH13","Tabla de ítems de orden","Tabla Proveedor, Ítem, Costo, Cantidad, Presentación y Total con acciones Atrás y Guardar.","VISIBLE","P1","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0027_00h37m23s000ms_motion_progress.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0027_00h37m23s000ms_DETAIL.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0029_00h37m24s000ms_stable_change.jpg","","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","BLOCKED_CLIENT","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH13-Q001|CH13-Q004|CH13-Q014","Las líneas requieren estados, impuesto manual autorizado, catálogo tenant-safe y precio histórico aprobados.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se certifican líneas, costo, cantidad, presentación ni total sin catálogo, precio histórico y reglas financieras aprobadas."
"CH13-F06","CH13","Formulario de compra por caja menuda","Fecha, proveedor, factura, archivo de factura con Buscar, observaciones, ítem, presentación, costo, cantidad, impuesto y descuento.","VISIBLE","P0","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0035_00h37m37s800ms_abrupt_change.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0052_00h38m22s400ms_settled.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0052_00h38m22s400ms_DETAIL.jpg","CH13-Q008|CH13-Q014","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","BLOCKED_CLIENT","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH13-Q004|CH13-Q006|CH13-Q007|CH13-Q008|CH13-Q014","El formulario observado requiere reglas aprobadas de impuesto, descuento, adjuntos privados, unicidad de factura y precio histórico. No se habilita una compra de caja menuda ni almacenamiento de adjuntos sin esos contratos.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH13-E0035/CH13-E0052 respaldan sólo la anatomía visual. La ruta React no certifica el formulario completo ni la escritura financiera hasta contar con los contratos y una prueba enfocada."
"CH13-F07","CH13","Desglose de totales de caja menuda","Tabla Ítem, Costo, Cantidad, Presentación, Impuesto, Descuento y Total; resumen Subtotal, Descuentos, Extra, Impuesto y Total. Los valores son datos del ejemplo, no reglas de cálculo confirmadas.","VISIBLE","P0","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0065_00h38m52s400ms_abrupt_change.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0069_00h38m58s600ms_stable_change.jpg","CH13-Q004","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","BLOCKED_CLIENT","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH13-Q004|CH13-Q005|CH13-Q006","El desglose requiere política fiscal, conceptos Extra/Descuento y redondeo aprobados.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se certifica desglose ni aritmética financiera sin política fiscal, conceptos y redondeo aprobados."
"CH13-F08","CH13","Detalle de compra y adjuntos","Modal con fecha, orden, factura, estado, categoría, proveedor, observaciones, adjuntos con Ver archivo, tabla de ítems y totales.","VISIBLE","P1","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0083_00h39m33s000ms_abrupt_change.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0084_00h39m33s400ms_abrupt_change.jpg","CH13-Q007","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH13-F09","CH13","Acciones sobre compra","Menú con Ver, Editar detalles, Copiar, Imprimir PDF, Imprimir con montos, Imprimir a Excel y Anular.","VISIBLE","P0","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0091_00h39m40s800ms_settled.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0091_00h39m40s800ms_DETAIL.jpg","CH13-Q010|CH13-Q011|CH13-Q012|CH13-Q013","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","BLOCKED_CLIENT","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH13-Q010|CH13-Q011|CH13-Q012|CH13-Q013","Editar, copiar, imprimir y anular requieren reglas aprobadas de campos editables, copia, salida oficial y reversión auditada. Ninguna mutación o documento oficial se habilita sólo por la presencia del menú en el video.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH13-E0091 respalda el menú visible, pero la ruta React no certifica sus efectos operativos sin contratos y pruebas enfocadas."
"CH13-F10","CH13","Relación de compras con inventario","La narración dice que compras sirve para alimentar el inventario; no se observa recepción ni movimiento de inventario en pantalla.","VERBAL","P0","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0092_00h39m43s000ms_settled.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0092_00h39m43s000ms_DETAIL.jpg","CH13-Q002|CH13-Q003","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH13-Q002|CH13-Q003","La afirmación es verbal; el video no demuestra la recepción.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH13-F11","CH13","Reglas fiscales, de anulación y autorización","No se demuestran cálculo fiscal, reglas de redondeo, permisos para editar/anular, efecto de anulación ni control de archivos adjuntos.","UNCERTAIN","P0","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0092_00h39m43s000ms_settled.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0092_00h39m43s000ms_DETAIL.jpg","CH13-Q002|CH13-Q003","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH13-Q002|CH13-Q003","El P0 previo queda contenido por RPC tenant-safe, idempotencia, auditoría y ausencia de éxito local-first.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH14-F01","CH14","Existencias disponibles, comprometidas y totales","Gestión de inventario lista items por bodega y separa disponible, comprometido y total; ofrece búsqueda, paginación, Excel y Traslados.","VISIBLE","P1","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/detail_crops/CH14-E0006_00h40m05s400ms_DETAIL.jpg","CH14-Q001|CH14-Q015","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","INVENTORY-FACTUAL-LIST","INVENTORY-ITEM-SEARCH|INVENTORY-ITEM-EXPORT|INVENTORY-TRANSFERS","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch14-inventory-factual-list|playwright:ch14-inventory-permissions","SEL-CH14-INVENTORY-LIST","","CLIENT_DEFINITION","CH14-Q001|CH14-Q015","La evidencia no define el cálculo de comprometido/total, reservas, bodega, traslado ni el formato y autorización de exportación.","fde8a99a9abbfcbee7725ff4c0174e7681c5da70","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH14-E0006 respalda las columnas y búsqueda de items. React muestra sólo saldos cronológicos sintéticos; Comprometido y Total se declaran no definidos/no calculables y Excel/Traslados permanecen deshabilitados. Revalidado en fde8a99: Playwright 2/2, typecheck, light-mode, parity, mirror y audit PASS."
"CH14-F02","CH14","Historial de movimientos por item","Ver movimientos abre un historial con rango de fechas, lote/serie, origen, destino, cantidad, Entrada/Salida y estado Disponible/Gastado.","VISIBLE","P1","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0016_00h40m37s800ms_stable_change.jpg|references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0018_00h40m39s000ms_abrupt_change.jpg","CH14-Q001","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","INVENTORY-ITEM-HISTORY-DIALOG","INVENTORY-ITEM-HISTORY-OPEN|INVENTORY-ITEM-HISTORY-FROM|INVENTORY-ITEM-HISTORY-TO","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch14-inventory-item-history|playwright:ch14-inventory-permissions","SEL-CH14-INVENTORY-ITEM-HISTORY","","CLIENT_DEFINITION","CH14-Q001","El modelo actual no define lote/serie, origen/destino, estado Disponible/Gastado ni una semántica de compromiso; se muestran explícitamente como no documentados.","30b4f46230201db9043a9cc1291981e5b7e8478f","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH14-E0016/E0018 respaldan el modal Movimientos de item, rango de fechas y columnas. React filtra únicamente movimientos locales existentes del ítem seleccionado; abrir, filtrar, recargar y cerrar no mutan existencias ni auditoría. Revalidado en 30b4f46: Playwright 3/3, typecheck, light-mode, CH14/protected parity, mirror y audit PASS; Selenium queda PENDING_RUNTIME por falta de Python."
"CH14-F03","CH14","Inventario comprometido como estado temporal","La conversación explica que lo enviado al domicilio queda comprometido en la cuenta del paciente hasta cerrar o contabilizar el servicio; no demuestra la fórmula de reserva.","VERBAL","P0","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0018_00h40m39s000ms_abrupt_change.jpg","CH14-Q001","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH14-Q001","No se promueve la explicación verbal a una regla productiva.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH14-F04","CH14","Panel de acuses por pacientes y recursos","Acuses separa Pacientes, Recursos, No disponible, Solicitudes y Tareas, con selector de área y tabla de identificación, empresa y estado.","VISIBLE","P1","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0029_00h40m51s600ms_abrupt_change.jpg","","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","INVENTORY-ACKNOWLEDGEMENTS-PANEL","INVENTORY-ACKNOWLEDGEMENTS-OPEN|INVENTORY-ACK-AREA|INVENTORY-ACK-TAB-PATIENTS|INVENTORY-ACK-TAB-RESOURCES|INVENTORY-ACK-TAB-UNAVAILABLE|INVENTORY-ACK-TAB-REQUESTS|INVENTORY-ACK-TAB-TASKS","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch14-inventory-acknowledgements","SEL-CH14-INVENTORY-ACKNOWLEDGEMENTS","","CLIENT_DEFINITION","CH14-Q002","La máquina de estados, acciones, área, solicitudes, tareas, idempotencia y auditoría de acuses no están definidas; no existe una fuente autorizada de acuses de pacientes/casos y todas las fuentes permanecen vacías explícitas.","3334ca38371009f1fc9ea3322b03eb32073eb0e5","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH14-E0029 respalda Inventario / Acuses, Tipo Área, las cinco pestañas y las columnas ID/Acciones/Identificación/Paciente/Empresa/Estado. La pestaña Pacientes reproduce la anatomía observada como tabla factual vacía para todos los roles: el componente no consulta ni recibe pacientes u hospitalizaciones. Abrir, alternar pestañas y recargar no mutan auditoría. Verificado en 3334ca3; Selenium sigue PENDING_RUNTIME por falta de Python."
"CH14-F05","CH14","Gestión y exportación de acuses","La fila permite Nuevo, Ver acuses, Descargar Excel y Registro XPO; un acuse permite Duplicar, Editar, Asignar hospitalización, Imprimir, consultar items faltantes y Eliminar.","VISIBLE","P0","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0032_00h40m53s200ms_abrupt_change.jpg|references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/detail_crops/CH14-E0035_00h41m00s800ms_DETAIL.jpg","CH14-Q002|CH14-Q003","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH14-Q002|CH14-Q003","Acciones visibles y bloqueadas; no existe éxito simulado.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH14-F06","CH14","Cierres pendientes, totales y cerrados","Cierres separa Pendientes, Cierres totales, Cerrados y Recursos; Pendientes lista pacientes activos con estado y fecha de inicio.","VISIBLE","P1","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0042_00h41m43s000ms_abrupt_change.jpg|references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0044_00h41m44s200ms_stable_change.jpg","","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","INVENTORY-CLOSURES-PANEL","INVENTORY-CLOSURES-OPEN|INVENTORY-CLOSURES-TAB-PENDING|INVENTORY-CLOSURES-TAB-TOTALS|INVENTORY-CLOSURES-TAB-CLOSED|INVENTORY-CLOSURES-TAB-RESOURCES","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch14-inventory-closures|playwright:ch14-inventory-permissions","SEL-CH14-INVENTORY-CLOSURES","","CLIENT_DEFINITION","CH14-Q007","La evidencia no define fuente autorizada, roles, transiciones, aprobación, cancelación, conciliación, reversión ni relación administrativa/financiera de cierres; React conserva todos esos comportamientos sin implementar.","3334ca38371009f1fc9ea3322b03eb32073eb0e5","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH14-E0042 inicia Inventario / Cierres y CH14-E0044 muestra Pendientes con las columnas observadas. React reproduce sólo la anatomía de solo lectura: Pendientes, Cierres totales, Cerrados y Recursos presentan fuentes vacías explícitas, no consultan pacientes ni casos y no mutan auditoría tras abrir, alternar o recargar. Verificado en 3334ca3; Selenium queda PENDING_RUNTIME por falta de Python."
"CH14-F07","CH14","Advertencia de cierre ya abierto","CH14-E0048 muestra una Advertencia: un cierre permanece abierto, continuar podría borrar datos guardados y la interfaz ofrece Cancelar y Aceptar.","VISIBLE","P0","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0048_00h42m14s200ms_abrupt_change.jpg","CH14-Q006","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH14-Q006","CH14-E0048 muestra Advertencia, posible pérdida de datos guardados y Cancelar/Aceptar; faltan reglas aprobadas de preservación, recuperación, autorización y auditoría. React no expone el modal ni una aceptación segura.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Corrección de evidencia: E0045–E0047 sólo muestran filtro y menú de fila; E0048 es la única evidencia directa del modal. F07 queda MISSING hasta contar con reglas aprobadas y una implementación verificable."
"CH14-F08","CH14","Aprobación de cierre total","Un cierre total ofrece Editar, Imprimir, Aprobar y Cancelar. Verbalmente se explica una etapa editable antes de la aprobación/cierre definitivo.","VISIBLE","P0","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/detail_crops/CH14-E0050_00h42m16s400ms_DETAIL.jpg","CH14-Q007","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH14-Q007","Editar, Aprobar y Cancelar permanecen bloqueados; impresión es provisional.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH14-F09","CH14","Catálogo de proveedores","Proveedores muestra código, empresa, contacto, teléfono, correo y dirección, con búsqueda, paginación y alta.","VISIBLE","P1","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0061_00h43m24s400ms_abrupt_change.jpg","CH14-Q008","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","INVENTORY-SUPPLIERS-PANEL","INVENTORY-SUPPLIERS-OPEN|INVENTORY-SUPPLIERS-SEARCH|INVENTORY-SUPPLIERS-PAGE-SIZE|INVENTORY-SUPPLIERS-PAGE-PREV|INVENTORY-SUPPLIERS-PAGE-NEXT|INVENTORY-SUPPLIERS-CREATE","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch14-inventory-suppliers|playwright:ch14-inventory-supplier-permissions|playwright:ch14-inventory-permissions","SEL-CH14-INVENTORY-SUPPLIERS","","CLIENT_DEFINITION","CH14-Q008","La evidencia no define una fuente autorizada, identificación, unicidad, campos obligatorios, estados, creación, edición, desactivación, eliminación ni auditoría de proveedores por organización.","b90334b52751179d3104abe0cbf06bde3fb3fdcf","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH14-E0061 respalda Proveedores, Registros 50, Anterior/Siguiente, búsqueda y las columnas Código/Empresa/Contacto/Teléfono/Correo/Dirección. React implementa sólo una superficie vacía factual: Buscar cambia la explicación del vacío, paginación y Nuevo son visibles/deshabilitados, y abrir/buscar/recargar no muta auditoría. Playwright verifica por separado acceso ADMIN, INVENTORY y AUDITOR, y denegación directa para NURSE, DOCTOR y FINANCE. Selenium declara los mismos flujos y queda PENDING_RUNTIME por falta de Python. Verificado en b90334b."
